Index,Filename,Exposure,Comment,Timestamp
892,0094_20150412_140546_382,-1.6,,2024/11/12 14:29
893,0094_20150412_140748_786,-1.2,,2024/11/12 14:29
894,0094_20150412_141243_312,-1.2,,2024/11/12 14:29
895,0094_20150412_141614_673,-2.6,,2024/11/12 14:30
896,0094_20150412_142353_605,0.2,,2024/11/12 14:30
897,0094_20150412_153952_756,-0.8,,2024/11/12 14:30
898,0094_20150412_155229_970,0.2,,2024/11/12 14:31
899,0094_20150412_160323_257,-1.2,,2024/11/12 14:31
900,0094_20150412_162731_742,0.2,,2024/11/12 14:31
901,0094_20150412_163752_124,-0.6,,2024/11/12 14:32
902,0094_20150412_164132_610,-0.6,,2024/11/12 14:32
903,0094_20150412_165352_172,-0.6,,2024/11/12 14:32
904,0094_20150412_172045_245,-1.2,,2024/11/12 14:32
905,0094_20150412_172623_456,-1,,2024/11/12 14:33
906,0094_20150412_172906_649,-1,,2024/11/12 14:33
907,0094_20150412_173029_166,-1,,2024/11/12 14:34
908,0094_20150412_173307_574,-0.8,,2024/11/12 14:34
909,0094_20150412_174235_435,0.2,,2024/11/12 14:34
910,0094_20150412_180229_277,0.2,,2024/11/12 14:34
911,0094_20150412_180524_167,0.2,,2024/11/12 14:35
912,0127_20161015_192640_222,-0.4,,2024/11/12 14:35
913,0127_20161018_110923_285,-0.6,,2024/11/12 14:35
914,0127_20161018_111029_303,0.2,,2024/11/12 14:35
915,0127_20161018_111216_343,-0.6,,2024/11/12 14:36
916,0127_20161018_111335_603,-0.4,,2024/11/12 14:36
917,0127_20161018_111445_182,-0.6,,2024/11/12 14:36
918,0127_20161018_111539_262,-0.2,,2024/11/12 14:36
919,0127_20161018_111650_499,0.2,,2024/11/12 14:36
920,0127_20161018_111758_117,0.2,,2024/11/12 14:37
921,0127_20161018_112128_393,0.2,,2024/11/12 14:37
922,0127_20161018_114213_662,0.1,,2024/11/12 14:37
923,0127_20161018_114314_888,-0.3,,2024/11/12 14:37
924,0127_20161018_114408_930,0.2,,2024/11/12 14:37
925,0127_20161018_115319_604,-0.4,,2024/11/12 14:37
926,0127_20161018_115633_840,-0.4,,2024/11/12 14:38
927,0127_20161018_121045_621,0.3,,2024/11/12 14:38
928,0127_20161022_135422_166,-0.8,,2024/11/12 14:38
929,0127_20161022_135723_781,-0.8,,2024/11/12 14:39
930,0127_20161022_141159_562,-1.6,,2024/11/12 14:39
931,0127_20161022_142342_200,-1,,2024/11/12 14:39
932,0127_20161022_143122_674,-0.2,,2024/11/12 14:40
933,0127_20161022_143724_677,0.2,,2024/11/12 14:40
934,0127_20161022_143837_216,0.3,,2024/11/12 14:41
935,0127_20161022_143842_167,0.3,,2024/11/12 14:41
936,0127_20161022_144117_906,0.2,,2024/11/12 14:41
937,0127_20161022_144126_074,0.2,,2024/11/12 14:41
938,0127_20161022_144538_756,0.4,,2024/11/12 14:41
939,0127_20161022_151332_056,-0.4,,2024/11/12 14:42
940,0127_20161022_151717_209,-1.8,,2024/11/12 14:42
941,0127_20161022_152006_986,0.2,,2024/11/12 14:42
942,0127_20161022_165748_305,0.1,,2024/11/12 14:43
943,0127_20161022_170530_345,0.2,,2024/11/12 14:43
944,0127_20161023_104154_148,0.4,,2024/11/12 14:43
945,0127_20161023_104214_390,0.3,,2024/11/12 14:43
946,0127_20161023_105347_078,0.3,,2024/11/12 14:44
947,0127_20161023_105840_857,0.3,,2024/11/12 14:44
948,0127_20161023_111510_091,0.2,,2024/11/12 14:44
949,0127_20161023_122842_018,0.1,,2024/11/12 14:44
950,0127_20161023_135459_181,-0.1,,2024/11/12 14:44
951,0127_20161023_140411_215,0.2,,2024/11/12 14:45
952,0127_20161023_140727_694,0.1,,2024/11/12 14:45
953,0127_20161026_204751_590,-1,,2024/11/12 14:45
954,0127_20161026_204800_472,-0.9,,2024/11/12 14:46
955,0127_20161030_122722_988,0.3,,2024/11/12 14:46
956,0127_20161030_123027_668,-1.6,,2024/11/12 14:47
957,0127_20161104_044641_827,0.2,,2024/11/12 14:47
958,0127_20161104_045104_695,-0.3,,2024/11/12 14:47
959,0127_20161104_052200_995,-0.4,,2024/11/12 14:48
960,0127_20161105_122459_148,-0.4,,2024/11/12 14:48
961,0127_20161105_160000_421,0.2,,2024/11/12 14:48
962,0127_20161105_171003_663,0.2,,2024/11/12 14:48
963,0127_20161105_172413_044,-0.8,,2024/11/12 14:49
964,0127_20161105_172507_556,-0.8,,2024/11/12 14:49
965,0127_20161105_174108_840,-1,,2024/11/12 14:49
966,0127_20161105_174745_133,-0.6,,2024/11/12 14:50
967,0127_20161105_180658_302,-0.8,,2024/11/12 14:50
968,0127_20161105_180805_785,-1,,2024/11/12 14:50
969,0127_20161107_171749_524,-0.3,,2024/11/12 14:51
970,0127_20161112_103218_326,-0.2,,2024/11/12 14:51
971,0127_20161112_104411_527,-0.4,,2024/11/12 14:51
972,0127_20161112_123647_404,-1,,2024/11/12 14:52
973,0127_20161112_123920_195,-0.6,,2024/11/12 14:52
974,0127_20161112_135044_584,0.2,,2024/11/12 14:52
975,0127_20161112_142555_963,-0.3,,2024/11/12 14:52
976,0127_20161112_143500_758,-0.8,,2024/11/12 14:53
977,0127_20161112_144552_862,-0.8,,2024/11/12 14:53
978,0127_20161112_144811_336,0.2,,2024/11/12 14:53
979,0127_20161112_151428_913,-0.8,,2024/11/12 14:54
980,0127_20161112_154016_765,0.2,,2024/11/12 14:54
981,0127_20161112_171842_348,-0.2,,2024/11/12 14:55
982,0132_20160814_104731_248,-0.2,,2024/11/12 14:55
983,0132_20160917_173918_110,0.2,,2024/11/12 14:55
984,0132_20160917_175200_202,0.2,,2024/11/12 14:56
985,0132_20160917_184610_200,-1,,2024/11/12 14:56
986,0132_20160917_192027_943,-2.2,,2024/11/12 14:56
987,0132_20161016_151410_501,0.2,,2024/11/12 14:57
988,0132_20161016_151514_409,-0.2,,2024/11/12 14:57
989,0132_20161019_120117_972,-1,,2024/11/12 14:58
990,0132_20161021_125852_835,-1.6,,2024/11/12 14:58
991,0155_20160728_102507_313,-1.2,,2024/11/12 14:58
992,0155_20160730_145721_923,-0.6,,2024/11/12 14:59
993,0155_20160730_145849_196,-0.8,,2024/11/12 14:59
994,0155_20160730_151345_189,-0.1,,2024/11/12 14:59
995,0155_20160731_130223_838,-0.8,,2024/11/12 14:59
996,0155_20160731_130347_204,0.1,,2024/11/12 15:00
997,0155_20160731_130456_679,0.2,,2024/11/12 15:00
998,0155_20160805_140229_662,-0.1,,2024/11/12 15:00
999,0155_20160805_140239_132,-0.1,,2024/11/12 15:00
1000,0155_20160805_215330_582,-1.8,,2024/11/12 17:45
1001,0155_20160806_131654_417,-0.4,,2024/11/12 17:45
1002,0155_20160807_105447_477,-0.6,,2024/11/12 17:45
1003,0155_20160808_085602_047,-0.6,,2024/11/12 17:46
1004,0155_20160808_091636_400,0.2,,2024/11/12 17:46
1005,0155_20160808_091643_713,0.2,,2024/11/12 17:46
1006,0155_20160810_202540_250,-1.6,,2024/11/12 17:46
1007,0155_20160810_212319_430,-1.2,,2024/11/12 17:47
1008,0155_20160810_215900_160,0.2,,2024/11/12 17:47
1009,0155_20160810_215955_170,-0.6,,2024/11/12 17:47
1010,0155_20160813_120604_801,-1.2,,2024/11/12 17:47
1011,0155_20160813_125014_681,-1.2,,2024/11/12 17:47
1012,0155_20160816_114911_369,0.2,,2024/11/12 17:48
1013,0155_20160816_115629_383,-0.6,,2024/11/12 17:48
1014,0155_20160816_115912_855,-0.4,,2024/11/12 17:48
1015,0155_20160816_120617_549,-0.6,,2024/11/12 17:48
1016,0155_20160817_141742_989,-1,,2024/11/12 17:49
1017,0155_20160818_114251_118,0.4,,2024/11/12 17:49
1018,0155_20160818_213125_745,0.2,,2024/11/12 17:49
1019,0155_20160819_144612_225,0.4,,2024/11/12 17:49
1020,0155_20160819_145132_296,0.6,,2024/11/12 17:49
1021,0155_20160819_205954_838,0.6,,2024/11/12 17:50
1022,0155_20160820_102154_595,-1.6,,2024/11/12 17:50
1023,0155_20160820_125237_228,-0.6,,2024/11/12 17:50
1024,0155_20160820_141018_751,0.2,,2024/11/12 17:50
1025,0155_20160820_144215_757,0.4,,2024/11/12 17:50
1026,0155_20160820_152241_396,-1.8,,2024/11/12 17:51
1027,0155_20160820_184935_155,-0.4,,2024/11/12 17:51
1028,0155_20160821_122245_887,-1.2,,2024/11/12 17:51
1029,0155_20160821_143956_034,0.2,,2024/11/12 17:51
1030,0155_20160825_111635_786,0.2,,2024/11/12 17:52
1031,0155_20160829_153348_684,0.2,,2024/11/12 17:52
1032,0155_20160829_195210_690,0.2,,2024/11/12 17:52
1033,0155_20160830_112749_777,0.2,,2024/11/12 17:52
1034,0155_20160831_122246_058,0.1,,2024/11/12 17:52
1035,0155_20160831_125547_015,-0.4,,2024/11/12 17:52
1036,0155_20160831_125638_155,-0.4,,2024/11/12 17:52
1037,0155_20160831_132259_808,-0.4,,2024/11/12 17:53
1038,0155_20160831_133135_388,-0.4,,2024/11/12 17:53
1039,0155_20160831_134726_825,0.2,,2024/11/12 17:53
1040,0155_20160831_135030_775,-0.3,,2024/11/12 17:53
1041,0155_20160831_141027_360,0.2,,2024/11/12 17:54
1042,0155_20160831_142533_544,-0.4,,2024/11/12 17:54
1043,0155_20160831_153955_974,-0.6,,2024/11/12 17:54
1044,0155_20160901_152403_722,-0.4,,2024/11/12 17:54
1045,0155_20160901_152757_064,0.2,,2024/11/12 17:54
1046,0155_20160901_164025_214,0.2,,2024/11/12 17:55
1047,0155_20160901_170443_352,0.2,,2024/11/12 17:55
1048,0155_20160901_174750_686,0.4,,2024/11/12 17:55
1049,0155_20160901_184149_317,0.2,,2024/11/12 17:55
1050,0155_20160901_184607_667,0.2,,2024/11/12 17:55
1051,0155_20160901_184848_216,0.2,,2024/11/12 17:56
1052,0155_20160901_185114_261,-0.2,,2024/11/12 17:56
1053,0155_20160901_193506_154,-0.6,,2024/11/12 17:56
1054,0155_20160901_193743_683,-1,,2024/11/12 17:57
1055,0155_20160901_194102_872,-1.2,,2024/11/12 17:57
1056,0155_20160901_194236_216,-1.2,,2024/11/12 17:57
1057,0155_20160901_194833_061,-1,,2024/11/12 17:57
1058,0155_20160902_110711_717,-0.6,,2024/11/12 17:58
1059,0155_20160902_141718_099,0.2,,2024/11/12 17:58
1060,0155_20160902_143858_975,0.3,,2024/11/12 17:58
1061,0155_20160902_154023_895,0.4,,2024/11/12 17:58
1062,0155_20160902_173031_615,-0.4,,2024/11/12 17:58
1063,0155_20160902_174129_927,-0.4,,2024/11/12 17:59
1064,0155_20160903_105947_751,0.2,,2024/11/12 17:59
1065,0155_20160903_112622_626,-0.4,,2024/11/12 17:59
1066,0155_20160903_113232_657,0.4,,2024/11/12 17:59
1067,0155_20160903_113710_008,0.4,,2024/11/12 17:59
1068,0155_20160903_140229_265,0.1,,2024/11/12 18:00
1069,0155_20160903_150944_775,0.2,,2024/11/12 18:00
1070,0155_20160903_151044_919,0.2,,2024/11/12 18:00
1071,0155_20160903_161039_200,0.2,,2024/11/12 18:00
1072,0155_20160903_161828_746,0.2,,2024/11/12 18:00
1073,0155_20160903_163904_798,-0.1,,2024/11/12 18:01
1074,0155_20160903_164137_774,0.2,,2024/11/12 18:02
1075,0155_20160903_164453_784,0.2,,2024/11/12 18:02
1076,0155_20160903_181732_667,0.1,,2024/11/12 18:02
1077,0155_20160903_181846_252,-0.8,,2024/11/12 18:02
1078,0155_20160903_183456_402,-0.4,,2024/11/12 18:03
1079,0155_20160903_185205_787,-1.2,,2024/11/12 18:03
1080,0155_20160903_185256_985,-1,,2024/11/12 18:04
1081,0155_20160903_185515_259,-1.4,,2024/11/12 18:04
1082,0155_20160904_091143_801,-0.8,,2024/11/12 18:04
1083,0155_20160904_110651_838,0.1,,2024/11/12 18:04
1084,0155_20160904_112248_837,-0.2,,2024/11/12 18:05
1085,0155_20160904_123105_671,-0.2,,2024/11/12 18:06
1086,0155_20160904_123140_140,-0.3,,2024/11/12 18:06
1087,0155_20160904_125910_404,0.3,,2024/11/12 18:06
1088,0155_20160904_130124_842,0.2,,2024/11/12 18:06
1089,0155_20160904_131526_302,0.2,,2024/11/12 18:06
1090,0155_20160904_131908_306,-0.3,,2024/11/12 18:07
1091,0155_20160904_140538_128,-0.6,,2024/11/12 18:07
1092,0155_20160904_145748_175,0.2,,2024/11/12 18:07
1093,0155_20160904_145926_141,0.2,,2024/11/12 18:07
1094,0155_20160910_115953_366,-0.8,,2024/11/12 18:08
1095,0155_20160910_120155_951,-1,,2024/11/12 18:08
1096,0155_20160910_224959_832,-1,,2024/11/12 18:08
1097,0155_20160910_225017_784,-0.8,,2024/11/12 18:08
1098,0155_20160910_232121_397,-1,,2024/11/12 18:09
1099,0155_20160910_232237_113,-0.8,,2024/11/12 18:09
1100,0155_20160910_232602_578,-1,,2024/11/12 18:10
1101,0155_20160911_124638_006,0.2,,2024/11/12 18:10
1102,0155_20160911_125915_817,0.1,,2024/11/12 18:10
1103,0155_20160917_114717_139,-0.3,,2024/11/12 18:10
1104,0155_20160922_165947_244,0.2,,2024/11/12 18:11
1105,0155_20160922_170802_375,0.3,,2024/11/12 18:11
1106,0155_20160922_171111_858,-0.8,,2024/11/12 18:11
1107,0155_20160922_171227_443,-0.4,,2024/11/12 18:11
1108,0155_20160923_160237_364,-0.4,,2024/11/12 18:12
1109,0155_20160923_162019_035,-0.6,,2024/11/12 18:12
1110,0155_20160923_165606_895,-0.6,,2024/11/12 18:12
1111,0155_20160923_174215_933,-0.3,,2024/11/12 18:12
1112,0155_20160923_175019_570,-0.6,,2024/11/12 18:12
1113,0155_20160923_180141_698,0.2,,2024/11/12 18:13
1114,0155_20160924_135314_391,-0.8,,2024/11/12 18:13
1115,0155_20160924_171701_703,-1,,2024/11/12 18:13
1116,0155_20160924_173926_016,-0.4,,2024/11/12 18:13
1117,0155_20160924_174201_832,-0.4,,2024/11/12 18:14
1118,0155_20160924_175911_043,0.2,,2024/11/12 18:14
1119,0155_20160924_180839_789,0.3,,2024/11/12 18:14
1120,0155_20160924_183619_458,0.2,,2024/11/12 18:14
1121,0155_20160926_204415_055,0.6,,2024/11/12 18:14
1122,0155_20160926_214106_516,0.8,,2024/11/12 18:14
1123,0155_20160926_222451_875,0.6,,2024/11/12 18:15
1124,0155_20160927_140404_307,-0.8,,2024/11/12 18:15
1125,0155_20160927_140510_618,-3.2,,2024/11/12 18:16
1126,0155_20160927_142033_473,0.2,,2024/11/12 18:16
1127,0155_20160927_144914_850,0.1,,2024/11/12 18:16
1128,0155_20160927_145933_894,-1.2,,2024/11/12 18:16
1129,0155_20160927_151322_855,-0.4,,2024/11/12 18:17
1130,0155_20160927_161616_053,-1,,2024/11/12 18:17
1131,0155_20160927_174128_257,0.2,,2024/11/12 18:17
1132,0155_20160927_184314_786,0.1,,2024/11/12 18:17
1133,0155_20160927_212215_191,-0.2,,2024/11/12 18:18
1134,0155_20161002_141359_998,-0.6,,2024/11/12 18:18
1135,0155_20161002_142626_959,-1.8,,2024/11/12 18:19
1136,0155_20161002_142748_614,-1.2,,2024/11/12 18:19
1137,0155_20161002_143114_600,-0.6,,2024/11/12 18:19
1138,0155_20161002_143203_533,-0.8,,2024/11/12 18:19
1139,0155_20161002_144146_474,0.8,,2024/11/12 18:20
1140,0155_20161002_145145_822,1,,2024/11/12 18:20
1141,0155_20161002_145356_584,0.8,,2024/11/12 18:20
1142,0155_20161002_163454_703,0.4,,2024/11/12 18:20
1143,0158_20160702_163422_023,-0.2,,2024/11/12 18:21
1144,0158_20160702_163530_231,0.2,,2024/11/12 18:21
1145,0158_20160702_163632_918,-0.2,,2024/11/12 18:21
1146,0158_20160702_164017_136,0.4,,2024/11/12 18:21
1147,0158_20160702_164245_275,0.3,,2024/11/12 18:21
1148,0158_20160702_164500_736,-0.2,,2024/11/12 18:21
1149,0218_20141031_190904_815,-0.8,,2024/11/12 18:23
1150,0218_20141031_190929_755,-1,,2024/11/12 18:23
1151,0218_20141031_194159_577,-0.6,,2024/11/12 18:23
1152,0218_20141031_194219_311,-0.6,,2024/11/12 18:24
1153,0218_20141031_195338_378,-1.8,,2024/11/12 18:24
1154,0218_20141031_195419_627,-1.2,,2024/11/12 18:25
1155,0218_20141031_200954_989,0.2,,2024/11/12 18:25
1156,0218_20141031_201647_958,-0.7,,2024/11/12 18:25
1157,0218_20141101_214110_224,-0.8,,2024/11/12 18:26
1158,0218_20141101_214150_749,-0.6,,2024/11/12 18:26
1159,0218_20141102_111848_251,0.4,,2024/11/12 18:26
1160,0218_20141102_112020_411,-1,,2024/11/12 18:27
1161,0218_20141102_112123_601,0.2,,2024/11/12 18:27
1162,0218_20141102_112206_242,-0.4,,2024/11/12 18:27
1163,0218_20141102_112259_858,-0.4,,2024/11/12 18:27
1164,0218_20141102_143258_075,0.2,,2024/11/12 18:28
1165,0218_20141102_151945_523,-0.6,,2024/11/12 18:29
1166,0218_20141102_152013_042,-0.4,,2024/11/12 18:29
1167,0218_20150326_013619_169,-1.2,,2024/11/12 18:30
1168,0218_20150326_015303_286,-0.3,,2024/11/12 18:30
1169,0218_20150326_015524_267,-0.2,,2024/11/12 18:31
1170,0218_20150326_020721_884,0.1,,2024/11/12 18:31
1171,0218_20150326_020924_853,0.1,,2024/11/12 18:31
1172,0218_20150326_021000_846,0.1,,2024/11/12 18:31
1173,0218_20150326_021049_796,-0.3,,2024/11/12 18:32
1174,0218_20150327_012506_726,-0.2,,2024/11/12 18:32
1175,0218_20150328_182248_937,-1,,2024/11/12 18:33
1176,0218_20150329_192955_599,-0.4,,2024/11/12 18:33
1177,0244_20151009_192636_238,-0.4,,2024/11/12 18:33
1178,0244_20151010_095949_714,0.2,,2024/11/12 18:33
1179,0244_20151010_104658_792,0.2,,2024/11/12 18:34
1180,0244_20151010_111101_859,-0.8,,2024/11/12 18:34
1181,0244_20151010_111730_480,-1.2,,2024/11/12 18:34
1182,0244_20151010_115837_836,-1.2,,2024/11/12 18:35
1183,0244_20151010_115936_153,0.2,,2024/11/12 18:35
1184,0244_20151010_120104_248,0.4,,2024/11/12 18:35
1185,0244_20151010_120357_172,-0.2,,2024/11/12 18:35
1186,0244_20151010_120510_053,-0.2,,2024/11/12 18:36
1187,0244_20151010_130641_720,-0.6,,2024/11/12 18:36
1188,0244_20151010_131538_689,-0.6,,2024/11/12 18:36
1189,0244_20151010_132245_803,-0.8,,2024/11/12 18:36
1190,0244_20151010_132649_689,0.2,,2024/11/12 18:36
1191,0244_20151010_133644_271,-1.8,,2024/11/12 18:37
1192,0244_20151010_140713_087,0.1,,2024/11/12 18:37
1193,0244_20151010_142159_287,0.2,,2024/11/12 18:39
1194,0244_20151010_145139_465,-0.8,,2024/11/12 18:39
1195,0244_20151010_145415_361,-0.4,,2024/11/12 18:39
1196,0244_20151010_145620_723,-0.4,,2024/11/12 18:39
1197,0244_20151010_145826_132,-0.4,,2024/11/12 18:40
1198,0244_20151010_145939_253,-0.6,,2024/11/12 18:40
1199,0244_20151010_150446_036,0.2,,2024/11/12 18:40
1200,0244_20151010_150601_557,-0.3,,2024/11/12 18:40
1201,0244_20151010_151852_903,0.2,,2024/11/12 18:40
1202,0244_20151010_153522_522,0.2,,2024/11/12 18:40
1203,0244_20151010_161053_787,0.3,,2024/11/12 18:41
1204,0244_20151010_161149_870,-0.4,,2024/11/12 18:41
1205,0244_20151010_161251_837,-0.2,,2024/11/12 18:41
1206,0244_20151010_161359_025,-1,,2024/11/12 18:42
1207,0244_20151010_161549_802,-1.2,,2024/11/12 18:42
1208,0244_20151010_183607_811,0.2,,2024/11/12 18:42
1209,0244_20151010_183930_844,0.2,,2024/11/12 18:42
1210,0244_20151011_124502_720,0.2,,2024/11/12 18:43
1211,0244_20151011_124559_235,0.2,,2024/11/12 18:43
1212,0244_20151011_125939_846,0.1,,2024/11/12 18:43
1213,0244_20151011_130929_971,-0.6,,2024/11/12 18:43
1214,0272_20151215_234125_826,-2.2,,2024/11/12 18:44
1215,0272_20151215_234149_133,-2.8,,2024/11/12 18:44
1216,0272_20151215_234157_868,-3.2,,2024/11/12 18:45
1217,0272_20151215_234251_014,-2.8,,2024/11/12 18:45
1218,0272_20151215_235321_128,-3,,2024/11/12 18:45
1219,0272_20151215_235328_911,-3.2,,2024/11/12 18:46
1220,0272_20151215_235428_816,-3,,2024/11/12 18:46
1221,0272_20151215_235432_538,-2.9,,2024/11/12 18:46
1222,0272_20151216_000345_878,-2,,2024/11/12 18:47
1223,0272_20151216_000351_247,-2.2,,2024/11/12 18:47
1224,0272_20151216_000427_789,-2.4,,2024/11/12 18:47
1225,0272_20151216_000440_169,-2.2,,2024/11/12 18:48
1226,0272_20151216_000543_492,-2.2,,2024/11/12 18:48
1227,0272_20151216_000547_839,-2.2,,2024/11/12 18:48
1228,0272_20151216_001137_537,-1.2,,2024/11/12 18:49
1229,0272_20151216_001142_863,-1.4,,2024/11/12 18:49
1230,0272_20151216_001344_428,-1.2,,2024/11/12 18:50
1231,0272_20151216_001350_161,-1.2,,2024/11/12 18:50
1232,0272_20151216_002747_983,-1.2,,2024/11/12 18:51
1233,0272_20151216_002752_347,-1.4,,2024/11/12 18:51
1234,0272_20160325_145743_489,-0.8,,2024/11/12 18:51
1235,0272_20160515_091840_188,0.2,,2024/11/12 18:51
1236,0272_20160515_130708_549,0.2,,2024/11/12 18:51
1237,0272_20160515_161021_764,0.2,,2024/11/12 18:52
1238,0272_20160521_144543_267,0.1,,2024/11/12 18:53
1239,0272_20160521_145117_858,0.6,,2024/11/12 18:53
1240,0272_20160521_145855_568,0.1,,2024/11/12 18:53
1241,0272_20160521_150117_628,1.1,,2024/11/12 18:54
1242,0382_20150912_115650_161,0.2,,2024/11/12 18:54
1243,0382_20150912_122903_373,-1,,2024/11/12 18:54
1244,0382_20150912_123127_170,-0.6,,2024/11/12 18:54
1245,0382_20150912_125455_388,0.2,,2024/11/12 18:54
1246,0382_20150912_130914_161,0.1,,2024/11/12 18:55
1247,0382_20150912_131056_666,-0.2,,2024/11/12 18:55
1248,0382_20150912_131242_196,0.4,,2024/11/12 18:55
1249,0382_20150912_131448_643,0.2,,2024/11/12 18:56
1250,0382_20150913_114300_821,0.2,,2024/11/12 18:56
1251,0382_20150913_114601_085,0.2,,2024/11/12 18:56
1252,0382_20150913_114612_462,0.2,,2024/11/12 18:56
1253,0382_20150913_114822_649,0.2,,2024/11/12 18:56
1254,0382_20150913_115214_654,0.3,,2024/11/12 18:57
1255,0382_20150913_124916_756,-0.2,,2024/11/12 18:57
1256,0382_20150913_131326_907,0.1,,2024/11/12 18:58
1257,0382_20150913_131719_918,-0.8,,2024/11/12 18:58
1258,0382_20150913_131755_915,-0.2,,2024/11/12 18:59
1259,0382_20150913_141938_194,0.2,,2024/11/12 18:59
1260,0382_20150916_193918_966,-0.6,,2024/11/12 18:59
1261,0382_20150916_194059_493,-0.6,,2024/11/12 18:59
1262,0382_20150916_194458_576,-0.2,,2024/11/12 19:00
1263,0382_20150916_195040_743,-0.4,,2024/11/12 19:00
1264,0382_20150916_195239_553,0.1,,2024/11/12 19:00
1265,0382_20150916_195309_747,0.1,,2024/11/12 19:00
1266,0382_20150916_195703_581,0.1,,2024/11/12 19:01
1267,0382_20150916_200110_265,0.1,,2024/11/12 19:01
1268,0382_20150916_200729_585,-0.6,,2024/11/12 19:01
1269,0382_20150916_200811_275,-0.4,,2024/11/12 19:01
1270,0382_20150916_201223_391,-0.4,,2024/11/12 19:02
1271,0382_20150916_201424_956,-0.6,,2024/11/12 19:02
1272,0382_20150919_112902_291,-0.6,,2024/11/12 19:02
1273,0382_20150919_113020_896,-0.6,,2024/11/12 19:03
1274,0382_20150919_113317_542,0.2,,2024/11/12 19:03
1275,0382_20150919_113453_008,0.7,,2024/11/12 19:03
1276,0382_20150919_114017_191,0.2,,2024/11/12 19:04
1277,0382_20150919_114101_694,0.1,,2024/11/12 19:04
1278,0382_20150919_122144_992,0.2,,2024/11/12 19:04
1279,0382_20150919_124311_528,-1.8,,2024/11/12 19:05
1280,0382_20150919_124536_450,-1.5,,2024/11/12 19:05
1281,0382_20150919_124947_577,-1.6,,2024/11/12 19:05
1282,0382_20150919_125255_895,-1.8,,2024/11/12 19:05
1283,0382_20150919_125432_797,-1.8,,2024/11/12 19:06
1284,0382_20150919_130618_430,-1.2,,2024/11/12 19:06
1285,0382_20150919_130906_228,-1.2,,2024/11/12 19:06
1286,0382_20150919_131054_676,-1,,2024/11/12 19:07
1287,0382_20150919_131651_796,-0.8,,2024/11/12 19:07
1288,0382_20150919_131806_797,-0.6,,2024/11/12 19:07
1289,0382_20150919_131943_962,-0.6,,2024/11/12 19:07
1290,0382_20150919_132101_605,0.2,,2024/11/12 19:07
1291,0382_20150919_132202_735,0.1,,2024/11/12 19:08
1292,0382_20150919_133017_508,0.2,,2024/11/12 19:08
1293,0382_20150919_133035_735,0.2,,2024/11/12 19:08
1294,0382_20150919_135426_789,0.4,,2024/11/12 19:08
1295,0382_20150919_144513_396,0.5,,2024/11/12 19:08
1296,0382_20150919_144537_739,0.2,,2024/11/12 19:09
1297,0382_20150919_153925_792,-0.4,,2024/11/12 19:09
1298,0382_20150919_160226_112,-0.3,,2024/11/12 19:10
1299,0382_20150919_160717_569,-0.3,,2024/11/12 19:10
1300,0382_20150920_115010_378,0.1,,2024/11/12 19:13
1301,0382_20150920_121333_614,0.1,,2024/11/12 19:13
1302,0382_20150920_123855_709,-0.4,,2024/11/12 19:13
1303,0382_20150920_124047_749,-0.3,,2024/11/12 19:13
1304,0382_20150920_124203_342,-0.3,,2024/11/12 19:14
1305,0382_20150920_125508_110,0.1,,2024/11/12 19:14
1306,0382_20150920_125641_558,0.1,,2024/11/12 19:14
1307,0382_20150920_125916_122,-0.8,,2024/11/12 19:15
1308,0382_20150921_112629_169,0.1,,2024/11/12 19:15
1309,0382_20150921_112933_077,0.2,,2024/11/12 19:15
1310,0382_20150921_151618_331,0.1,,2024/11/12 19:15
1311,0382_20150924_085438_206,-0.4,,2024/11/12 19:16
1312,0382_20150924_085908_990,-0.4,,2024/11/12 19:16
1313,0382_20150924_090045_020,0.1,,2024/11/12 19:16
1314,0382_20150924_090414_153,-0.2,,2024/11/12 19:16
1315,0382_20150924_090423_653,-0.3,,2024/11/12 19:17
1316,0382_20150924_090901_068,-0.5,,2024/11/12 19:17
1317,0382_20150924_091012_318,-0.4,,2024/11/12 19:17
1318,0382_20150924_091419_019,-0.4,,2024/11/12 19:17
1319,0382_20150924_091714_809,-0.3,,2024/11/12 19:17
1320,0382_20150924_091726_209,-0.5,,2024/11/12 19:18
1321,0382_20150924_092037_365,-0.4,,2024/11/12 19:18
1322,0382_20150924_092254_622,-0.6,,2024/11/12 19:18
1323,0382_20150924_092321_999,-0.5,,2024/11/12 19:18
1324,0382_20150924_092634_617,-0.8,,2024/11/12 19:19
1325,0382_20150924_092932_378,0.2,,2024/11/12 19:19
1326,0382_20150924_093243_694,0.2,,2024/11/12 19:19
1327,0382_20150924_093447_259,0.2,,2024/11/12 19:19
1328,0382_20150924_093649_791,-0.8,,2024/11/12 19:19
1329,0382_20150924_093909_197,-0.8,,2024/11/12 19:20
1330,0382_20150924_094137_237,-0.6,,2024/11/12 19:20
1331,0382_20150924_094319_049,-0.6,,2024/11/12 19:21
1332,0382_20150924_094401_642,-0.5,,2024/11/12 19:21
1333,0382_20150924_094527_657,0.2,,2024/11/12 19:21
1334,0382_20150924_094548_491,0.2,,2024/11/12 19:22
1335,0382_20150924_094818_658,-0.6,,2024/11/12 19:22
1336,0382_20150924_095225_428,-0.8,,2024/11/12 19:22
1337,0382_20150924_095405_380,-0.6,,2024/11/12 19:23
1338,0382_20150924_095526_497,-0.6,,2024/11/12 19:23
